id,name,symbol,price,market_cap,percent_change_24h,volume_24h,extraction_timestamp,market_cap_category
1,Bitcoin,BTC,97615.15501793912,1931359768849.6836,3.09459119,97271677601.33026,2024-11-21 17:51:29.217999,Mega
1027,Ethereum,ETH,3360.0185003874108,404638764014.4624,7.67817932,45894097668.79124,2024-11-21 17:51:29.217999,Mega
825,Tether USDt,USDT,0.9997256589950821,130115345577.81613,-0.08787282,181135230677.46902,2024-11-21 17:51:29.217999,Mega
5426,Solana,SOL,244.93668691770995,116246145661.9564,2.12674375,8018178280.749957,2024-11-21 17:51:29.217999,Mega
1839,BNB,BNB,625.3179738703169,90052442039.53067,1.34341728,2645290912.7003107,2024-11-21 17:51:29.217999,Large
52,XRP,XRP,1.1297900447867992,64320350645.53157,-0.16848228,6663449841.731463,2024-11-21 17:51:29.217999,Large
74,Dogecoin,DOGE,0.3887152307720361,57096104858.29552,-0.90063031,8652786558.453375,2024-11-21 17:51:29.217999,Large
3408,USDC,USDC,0.9998355689242072,37676698859.60876,0.00469328,13736762782.625488,2024-11-21 17:51:29.217999,Large
2010,Cardano,ADA,0.7917637795990989,27753640687.735935,-4.33835423,2675160363.3470035,2024-11-21 17:51:29.217999,Large
1958,TRON,TRX,0.20002782432095895,17273352003.15313,0.62700521,905103726.2642093,2024-11-21 17:51:29.217999,Large
5994,Shiba Inu,SHIB,2.4778627468075175e-05,14601065998.650581,0.63553994,1291755601.029636,2024-11-21 17:51:29.217999,Large
5805,Avalanche,AVAX,35.34179467128403,14458159270.356997,1.65762275,863781698.4492576,2024-11-21 17:51:29.217999,Large
11419,Toncoin,TON,5.52638754208484,14072342635.855951,2.11996568,511733513.81757784,2024-11-21 17:51:29.217999,Large
20947,Sui,SUI,3.580513369942928,10189248413.062498,-3.93019117,1921551990.1847587,2024-11-21 17:51:29.217999,Large
1831,Bitcoin Cash,BCH,490.5280519640474,9708230756.040598,8.61774799,2025463148.8056145,2024-11-21 17:51:29.217999,Medium
1975,Chainlink,LINK,15.176986917298494,9513693800.67089,1.55489582,799378492.0036848,2024-11-21 17:51:29.217999,Medium
6636,Polkadot,DOT,5.875741125960579,8935593433.934435,-1.8420952,578117077.337116,2024-11-21 17:51:29.217999,Medium
24478,Pepe,PEPE,2.1034807536588098e-05,8849131079.086384,4.30711997,4935696207.094575,2024-11-21 17:51:29.217999,Medium
3957,UNUS SED LEO,LEO,8.84115349925306,8176326092.071734,4.88861442,1437235.0458361,2024-11-21 17:51:29.217999,Medium
512,Stellar,XLM,0.24245425648383942,7267115495.989942,-7.25929688,1312427908.87002,2024-11-21 17:51:29.217999,Medium
6535,NEAR Protocol,NEAR,5.774015538507833,7032209063.41433,0.71422061,649638873.9955531,2024-11-21 17:51:29.217999,Medium
2,Litecoin,LTC,89.55215569999025,6736196507.267795,3.26130105,1267029902.5261636,2024-11-21 17:51:29.217999,Medium
21794,Aptos,APT,12.17886952834797,6491708559.72708,0.25084596,630312155.76214,2024-11-21 17:51:29.217999,Medium
7083,Uniswap,UNI,9.3350531673792,5604999986.110426,3.3741733,369481631.0013724,2024-11-21 17:51:29.217999,Medium
4943,Dai,DAI,1.0000823896634734,5365824754.74015,0.03866772,168772921.16411555,2024-11-21 17:51:29.217999,Medium
3635,Cronos,CRO,0.1811545569296134,4813559304.81221,0.56368389,83905070.44052573,2024-11-21 17:51:29.217999,Medium
4642,Hedera,HBAR,0.12121683945305227,4630346463.786948,-3.79704596,1111502438.8307283,2024-11-21 17:51:29.217999,Medium
8916,Internet Computer,ICP,9.362137968814231,4442880067.303247,0.22249659,209534541.84678587,2024-11-21 17:51:29.217999,Medium
1321,Ethereum Classic,ETC,27.68046854492488,4142041820.51745,5.36176739,750224087.4667593,2024-11-21 17:51:29.217999,Medium
5690,Render,RENDER,7.45417589214652,3858957931.5352154,-6.27616281,1116746743.2636092,2024-11-21 17:51:29.217999,Medium
23095,Bonk,BONK,5.138073628771742e-05,3858250046.6841226,-5.47863342,1928999594.7978652,2024-11-21 17:51:29.217999,Medium
20396,Kaspa,KAS,0.15127445653795746,3809659321.3936586,-6.5082087,190808141.2621838,2024-11-21 17:51:29.217999,Medium
22974,Bittensor,TAO,500.14498842002223,3691538150.248925,4.10447465,380153997.78296745,2024-11-21 17:51:29.217999,Medium
28321,POL (ex-MATIC),POL,0.4517912512583648,3600180216.3055205,-0.85872328,416539784.117246,2024-11-21 17:51:29.217999,Medium
11841,Arbitrum,ARB,0.8119797865767772,3326973349.735923,16.59300649,1096636722.3105843,2024-11-21 17:51:29.217999,Medium
28752,dogwifhat,WIF,3.295368606558699,3291562060.7071915,-0.65979312,944685992.8824775,2024-11-21 17:51:29.217999,Medium
3773,Artificial Superintelligence Alliance,FET,1.2804407332912549,3118095078.0053463,-0.6585247,390822313.94916636,2024-11-21 17:51:29.217999,Medium
6536,MANTRA,OM,3.4485194546336917,3108254560.840392,-8.12284612,214541203.05531394,2024-11-21 17:51:29.217999,Medium
328,Monero,XMR,160.0157877245905,2951770283.9085555,-0.46014768,69377807.38928689,2024-11-21 17:51:29.217999,Medium
4847,Stacks,STX,1.938304934150259,2910639902.873486,3.4472168,354298452.2715123,2024-11-21 17:51:29.217999,Medium
2280,Filecoin,FIL,4.568037588880296,2743058982.307017,2.67103271,499091816.1794773,2024-11-21 17:51:29.217999,Medium
3897,OKB,OKB,45.35461616809057,2721276970.0854344,3.30555398,7453457.97664551,2024-11-21 17:51:29.217999,Medium
27075,Mantle,MNT,0.8061580983204527,2714206708.5357327,10.09365207,150081939.91231987,2024-11-21 17:51:29.217999,Medium
11840,Optimism,OP,2.1544450948590987,2703980463.0373507,22.62333728,828298640.0871147,2024-11-21 17:51:29.217999,Medium
