id,name,symbol,price,market_cap,percent_change_24h,volume_24h,extraction_timestamp,market_cap_category
27075,Mantle,MNT,0.8047887940840255,2709596477.9218116,10.10093006,149845151.84174404,2024-11-21 17:49:08.793684,Medium
11840,Optimism,OP,2.1418321914979668,2688150380.222959,22.11109452,819796490.383659,2024-11-21 17:49:08.793684,Medium
3077,VeChain,VET,0.03238697089259367,2622860171.3349986,-0.65770215,87362468.2318499,2024-11-21 17:49:08.793684,Medium
7278,Aave,AAVE,167.31360697952206,2506377592.609951,4.05725883,320538522.6178064,2024-11-21 17:49:08.793684,Medium
3794,Cosmos,ATOM,6.385917097036285,2496473417.1398706,-0.635389,353813809.1870701,2024-11-21 17:49:08.793684,Medium
10804,FLOKI,FLOKI,0.0002586683176677353,2484504507.7827406,7.43455771,1581760121.5468762,2024-11-21 17:49:08.793684,Medium
7226,Injective,INJ,24.509810838505654,2422746270.980431,0.20834001,214613483.7788086,2024-11-21 17:49:08.793684,Medium
26081,First Digital USD,FDUSD,0.9979736103100967,2273477763.105057,0.00501146,10784738191.044558,2024-11-21 17:49:08.793684,Medium
22861,Celestia,TIA,5.3522225965829895,2274457417.3271756,4.93028024,230037621.53209558,2024-11-21 17:49:08.793684,Medium
10603,Immutable,IMX,1.3533209929765855,2260382574.243234,2.35595732,108999343.36726612,2024-11-21 17:49:08.793684,Medium
6719,The Graph,GRT,0.22214256637921972,2121135294.5988624,-4.57437762,149810775.63306054,2024-11-21 17:49:08.793684,Medium
23149,Sei,SEI,0.49041742965150315,2084069735.2597277,0.83808426,385634903.5443987,2024-11-21 17:49:08.793684,Medium
11092,Bitget Token,BGB,1.4342209253677392,2007909295.514835,6.21281385,42160739.49169008,2024-11-21 17:49:08.793684,Medium
3513,Fantom,FTM,0.7164700556313046,2008720406.5796015,3.37003102,344228861.0781101,2024-11-21 17:49:08.793684,Medium
4157,THORChain,RUNE,5.352224168081976,1813758611.0851543,2.05126466,417171738.90429,2024-11-21 17:49:08.793684,Medium
4030,Algorand,ALGO,0.20848968953324415,1726295719.0588222,-6.54242124,238892978.74212036,2024-11-21 17:49:08.793684,Medium
8526,Raydium,RAY,5.795692110111907,1686134181.171315,2.94872268,164907624.31534064,2024-11-21 17:49:08.793684,Medium
2416,Theta Network,THETA,1.6768958338958744,1676895833.8958743,-0.18796516,65095568.55241217,2024-11-21 17:49:08.793684,Medium
30171,Ethena,ENA,0.5901015941833228,1677179374.7179127,9.49966849,318001966.71550626,2024-11-21 17:49:08.793684,Medium
29743,Brett (Based),BRETT,0.16648816335538036,1649937055.8211958,-3.78860793,117677358.71985976,2024-11-21 17:49:08.793684,Medium
28782,Popcat (SOL),POPCAT,1.5953620256615175,1563412004.8774242,-4.36364266,166657261.46208185,2024-11-21 17:49:08.793684,Medium
13502,Worldcoin,WLD,2.2559956237801084,1536382615.7727022,2.06992912,526586052.83006066,2024-11-21 17:49:08.793684,Medium
28177,Pyth Network,PYTH,0.41297896267105555,1497044108.717608,-0.59905844,203036250.82931134,2024-11-21 17:49:08.793684,Medium
29210,Jupiter,JUP,1.1027540511413203,1488717969.0407825,-0.65706611,169568131.2860119,2024-11-21 17:49:08.793684,Medium
33788,Peanut the Squirrel,PNUT,1.4592705399569412,1459058806.7017279,-8.13025321,1860755737.3573632,2024-11-21 17:49:08.793684,Medium
1518,Maker,MKR,1597.1219992334147,1408577397.9296546,4.77425265,146788589.67290112,2024-11-21 17:49:08.793684,Medium
21159,Ondo,ONDO,1.0064357282694336,1398703955.158579,-0.09824743,218328405.20875734,2024-11-21 17:49:08.793684,Medium
3602,Bitcoin SV,BSV,69.87388131278215,1382588812.2831635,0.68527683,202378743.89316928,2024-11-21 17:49:08.793684,Medium
2087,KuCoin Token,KCS,11.131257299806817,1338612879.6922517,1.54913317,1695818.0312184,2024-11-21 17:49:08.793684,Medium
5632,Arweave,AR,18.245736779406563,1197877613.5549388,1.26933423,158415440.70296696,2024-11-21 17:49:08.793684,Medium
8000,Lido DAO,LDO,1.231782733030293,1103336828.1950698,5.72176901,199617854.7152786,2024-11-21 17:49:08.793684,Medium
16086,BitTorrent [New],BTT,1.128606687381851e-06,1092769394.3188243,3.26974715,67764485.25314556,2024-11-21 17:49:08.793684,Medium
4558,Flow,FLOW,0.7038685102806855,1088327529.0578706,0.63316,78952702.75072043,2024-11-21 17:49:08.793684,Medium
28298,Beam,BEAM,0.021997396309374195,1088123297.5246518,-2.14005801,43600535.84361585,2024-11-21 17:49:08.793684,Medium
33440,Goatseus Maximus,GOAT,1.0833404174394048,1083336834.3673952,1.84678796,398698279.4387063,2024-11-21 17:49:08.793684,Medium
22691,Starknet,STRK,0.5125246933809765,1076022568.58151,7.74563489,213535206.2581463,2024-11-21 17:49:08.793684,Medium
7950,Flare,FLR,0.02004144416821834,1055730419.925986,-0.38617905,18309247.93354789,2024-11-21 17:49:08.793684,Medium
3890,Polygon,MATIC,0.45123268732558647,1054100965.2805039,-0.6158574,10047577.51429334,2024-11-21 17:49:08.793684,Medium
3155,Quant,QNT,87.22277679376522,1053017731.8636075,0.16589618,46975407.22572973,2024-11-21 17:49:08.793684,Medium
27659,Mog Coin,MOG,2.7050436810697615e-06,1056502219.4092199,18.0982213,106566235.22257358,2024-11-21 17:49:08.793684,Medium
7080,Gala,GALA,0.02921753342942386,1048446242.9759996,0.06820315,212905809.54471788,2024-11-21 17:49:08.793684,Medium
2011,Tezos,XTZ,1.0323178507204924,1046543081.9752411,-5.01726117,160623773.17190707,2024-11-21 17:49:08.793684,Medium
8425,JasmyCoin,JASMY,0.020651106556228573,1020061401.6781049,-0.93297286,138520153.92712468,2024-11-21 17:49:08.793684,Medium
1765,EOS,EOS,0.6547688628309233,1001007156.8186951,0.13204255,217813493.79503483,2024-11-21 17:49:08.793684,Medium
5665,Helium,HNT,5.750792535737872,980349864.8619175,-1.3234015,19427131.61150776,2024-11-21 17:49:08.793684,Small
7431,Akash Network,AKT,3.7702421637257206,936097571.6855803,-6.29572962,48815987.15875103,2024-11-21 17:49:08.793684,Small
1376,Neo,NEO,13.044751261819309,920161504.694509,2.72039661,92886661.03664142,2024-11-21 17:49:08.793684,Small
30126,cat in a dogs world,MEW,0.01032792966267615,918038192.2286996,-3.22192568,187187493.10627043,2024-11-21 17:49:08.793684,Small
29270,Aerodrome Finance,AERO,1.3056640346050845,909573972.6628458,1.23310394,38509438.39014906,2024-11-21 17:49:08.793684,Small
9104,AIOZ Network,AIOZ,0.7796686379174388,887184356.6850528,-6.93280765,29302152.07374479,2024-11-21 17:49:08.793684,Small
6783,Axie Infinity,AXS,5.773621558637573,887377616.5898371,1.70586084,89027734.5945561,2024-11-21 17:49:08.793684,Small
4269,GateToken,GT,9.918818724830986,880513513.0248548,1.3529888,6015660.58363943,2024-11-21 17:49:08.793684,Small
10791,eCash,XEC,4.452518801660655e-05,881036104.5717183,-0.63361428,168652824.48204777,2024-11-21 17:49:08.793684,Small
23254,Core,CORE,0.9571516103913301,882485884.3842881,1.34734623,52316833.14544,2024-11-21 17:49:08.793684,Small
32880,Kaia,KAIA,0.14833672434293868,871466336.5570748,3.0965569,29658881.54495343,2024-11-21 17:49:08.793684,Small
18876,ApeCoin,APE,1.1583086844258832,871802786.170798,5.56517471,262666242.74202082,2024-11-21 17:49:08.793684,Small
9481,Pendle,PENDLE,5.267997982909113,863419630.6094091,4.09813588,90628806.75783782,2024-11-21 17:49:08.793684,Small
32521,Neiro (First Neiro On Ethereum),NEIRO,0.002033711211343345,855540735.5184348,7.54246233,848185039.6545419,2024-11-21 17:49:08.793684,Small
